1,9,0,0.93068,0,0
1,0,0.1,0.59312,0,0
1,0,0.5,0.41399,0,0
1,0,1,0.45844,0,0
1,0,2,0.30864,0,0
1,0,3,0.23269,0,0
1,0,5,0.21586,0,0
1,0,10,0.21158,0,0
1,0,12,0.12306,0,0
1,0,15,0.19167,0,0
1,0,20,0.1798,0,0
1,0,25,0.1207,0,0
1,0,30,0.13207,0,0
1,0,35,0.11844,0,0
1,0,40,0.09291,0,0
1,0,45,0.11494,0,0
1,0,55,0.12066,0,0
1,0,75,0.082169,0,0
2,9,0,1.9251,0,0
2,0,0.1,1.1151,0,0
2,0,0.5,0.70588,0,0
2,0,1,1.2623,0,0
2,0,2,1.0514,0,0
2,0,3,0.61185,0,0
2,0,5,1.0196,0,0
2,0,10,0.60644,0,0
2,0,12,0.53876,0,0
2,0,15,0.52649,0,0
2,0,20,0.34766,0,0
2,0,25,0.51412,0,0
2,0,30,0.47791,0,0
2,0,35,0.32885,0,0
2,0,40,0.38164,0,0
2,0,45,0.39815,0,0
2,0,55,0.31604,0,0
2,0,75,0.31528,0,0
3,9,0,0.97724,0,0
3,0,0.1,0.87782,0,0
3,0,0.5,0.68123,0,0
3,0,1,0.9963,0,0
3,0,2,0.54567,0,0
3,0,3,0.63977,0,0
3,0,5,0.42615,0,0
3,0,10,0.40177,0,0
3,0,12,0.28731,0,0
3,0,15,0.4035,0,0
3,0,20,0.24965,0,0
3,0,25,0.37956,0,0
3,0,30,0.33018,0,0
3,0,35,0.19127,0,0
3,0,40,0.30386,0,0
3,0,45,0.24708,0,0
3,0,55,0.26501,0,0
3,0,75,0.20149,0,0
4,9,0,1.131,0,0
4,0,0.1,0.75973,0,0
4,0,0.5,0.43711,0,0
4,0,1,0.55057,0,0
4,0,2,0.52805,0,0
4,0,3,0.45707,0,0
4,0,5,0.39985,0,0
4,0,10,0.35219,0,0
4,0,12,0.33624,0,0
4,0,15,0.25849,0,0
4,0,20,0.29523,0,0
4,0,25,0.1374,0,0
4,0,30,0.25654,0,0
4,0,35,0.24092,0,0
4,0,40,0.20425,0,0
4,0,45,0.18688,0,0
4,0,55,0.131,0,0
4,0,75,0.13885,0,0
5,9,0,1.371,0,0
5,0,0.1,1.1694,0,0
5,0,0.5,1.0452,0,0
5,0,1,0.77108,0,0
5,0,2,0.92529,0,0
5,0,3,0.71413,0,0
5,0,5,0.64627,0,0
5,0,10,0.47958,0,0
5,0,12,0.38909,0,0
5,0,15,0.39546,0,0
5,0,20,0.49499,0,0
5,0,25,0.448,0,0
5,0,30,0.35419,0,0
5,0,35,0.36593,0,0
5,0,40,0.29903,0,0
5,0,45,0.23782,0,0
5,0,55,0.32649,0,0
5,0,75,0.31579,0,0
6,9,0,1.8007,0,0
6,0,0.1,2.2354,0,0
6,0,0.5,1.6186,0,0
6,0,1,1.3088,0,0
6,0,2,1.2793,0,0
6,0,3,1.2721,0,0
6,0,5,1.1162,0,0
6,0,10,0.75989,0,0
6,0,12,0.81039,0,0
6,0,15,0.87636,0,0
6,0,20,0.56706,0,0
6,0,25,0.40816,0,0
6,0,30,0.54166,0,0
6,0,35,0.48488,0,0
6,0,40,0.59696,0,0
6,0,45,0.53732,0,0
6,0,55,0.46813,0,0
6,0,75,0.44142,0,0
7,9,0,1.1196,0,0
7,0,0.1,1.3606,0,0
7,0,0.5,1.2099,0,0
7,0,1,0.77056,0,0
7,0,2,0.76716,0,0
7,0,3,0.51878,0,0
7,0,5,0.73058,0,0
7,0,10,0.72672,0,0
7,0,12,0.74496,0,0
7,0,15,0.55815,0,0
7,0,20,0.35423,0,0
7,0,25,0.46127,0,0
7,0,30,0.30861,0,0
7,0,35,0.34768,0,0
7,0,40,0.4382,0,0
7,0,45,0.40454,0,0
7,0,55,0.33264,0,0
7,0,75,0.39585,0,0
8,9,0,2.0486,0,0
8,0,0.1,1.422,0,0
8,0,0.5,1.211,0,0
8,0,1,1.0056,0,0
8,0,2,0.91282,0,0
8,0,3,0.60451,0,0
8,0,5,0.93228,0,0
8,0,10,0.87811,0,0
8,0,12,0.79275,0,0
8,0,15,0.56205,0,0
8,0,20,0.41737,0,0
8,0,25,0.33801,0,0
8,0,30,0.47884,0,0
8,0,35,0.28032,0,0
8,0,40,0.40759,0,0
8,0,45,0.40326,0,0
8,0,55,0.24239,0,0
8,0,75,0.29722,0,0
9,9,0,1.5965,0,0
9,0,0.1,1.5036,0,0
9,0,0.5,1.0116,0,0
9,0,1,1.2656,0,0
9,0,2,0.97871,0,0
9,0,3,0.64741,0,0
9,0,5,0.7929,0,0
9,0,10,0.49263,0,0
9,0,12,0.50142,0,0
9,0,15,0.76074,0,0
9,0,20,0.46182,0,0
9,0,25,0.60353,0,0
9,0,30,0.41613,0,0
9,0,35,0.47931,0,0
9,0,40,0.28963,0,0
9,0,45,0.26848,0,0
9,0,55,0.35784,0,0
9,0,75,0.41132,0,0
10,9,0,1.1362,0,0
10,0,0.1,0.88696,0,0
10,0,0.5,0.97457,0,0
10,0,1,0.5078,0,0
10,0,2,0.57742,0,0
10,0,3,0.69466,0,0
10,0,5,0.51987,0,0
10,0,10,0.52242,0,0
10,0,12,0.46792,0,0
10,0,15,0.41583,0,0
10,0,20,0.35942,0,0
10,0,25,0.31021,0,0
10,0,30,0.31248,0,0
10,0,35,0.31723,0,0
10,0,40,0.14602,0,0
10,0,45,0.35394,0,0
10,0,55,0.31046,0,0
10,0,75,0.12129,0,0
